Main View,Measurement,OCR-Right,Right-OCR,Time Stamp (2025-02-19 11:55:08+00:00),Img Match,H.Text
RMS Voltage L-L L-N Min Max,,,,,,
A,110.1V (PASS),[] (PASS),[] (PASS),2025-02-19 11:55:28 (PASS),,
B,109.7V (PASS),,,2025-02-19 11:55:17 (PASS),,
C,110.2V (PASS),,,2025-02-19 11:55:22 (PASS),,
Average,109.8V (PASS),,,2025-02-19 11:55:13 (PASS),,
