Main View,Measurement,OCR-Right,Right-OCR,Time Stamp (2025-02-19 11:52:45+00:00),Img Match,H.Text
RMS Voltage L-L L-N Min Max,,,,,,
AB,190.3V (PASS),[] (PASS),[] (PASS),2025-02-19 11:53:01 (PASS),,
BC,190.2V (PASS),,,2025-02-19 11:53:06 (PASS),,
CA,190.3V (PASS),,,2025-02-19 11:53:30 (PASS),,
Average,190.1V (PASS),,,2025-02-19 11:53:12 (PASS),,
