Main View,Measurement,OCR-Right,Right-OCR,Time Stemp (2024-09-20 16:50:59.259010),Img Match,H.Text
Fund. Volt. L-L L-N Min Max,,,,,,
AB,190.4V (PASS),[] (PASS),[] (PASS),2024-09-20 16:53:55 (PASS),,
BC,190.1V (PASS),,,2024-09-20 16:53:53 (PASS),,
CA,190.2V (PASS),,,2024-09-20 16:54:02 (PASS),,
Average,190.0V (PASS),,,2024-09-20 16:54:09 (PASS),,
