Main View,Measurement,OCR-Right,Right-OCR,Time Stemp (2024-09-20 16:48:48.928945),Img Match,H.Text
RMS Voltage L-L L-N Min Max,,,,,,
AB,190.3V (PASS),[] (PASS),[] (PASS),2024-09-20 16:51:31 (PASS),,
BC,190.2V (PASS),,,2024-09-20 16:51:31 (PASS),,
CA,190.4V (PASS),,,2024-09-20 16:51:52 (PASS),,
Average,190.2V (PASS),,,2024-09-20 16:51:31 (PASS),,
