Main View,Measurement,OCR-Right,Right-OCR,Time Stemp (2024-09-20 16:48:48.928945),Img Match,H.Text
L-L L-N Min Max Fund. Volt.,,,,,,
AB,189.9V (PASS),[] (PASS),[] (PASS),,,
BC,189.9V (PASS),,,,,
CA,189.8V (PASS),,,,,
Average,189.8V (PASS),,,,,
