Main View,Measurement,OCR-Right,Right-OCR,Time Stemp (2024-09-20 16:48:48.928945),Img Match,H.Text
RMS Voltage L-L L-N Min Max,,,,,,
AB,189.5V (PASS),[] (PASS),[] (PASS),2024-09-20 16:51:44 (PASS),,
BC,189.3V (PASS),,,2024-09-20 16:51:46 (PASS),,
CA,189.4V (PASS),,,2024-09-20 16:51:38 (PASS),,
Average,189.5V (PASS),,,2024-09-20 16:51:38 (PASS),,
