Main View,Measurement,OCR-Right,Right-OCR,Time Stemp (2024-09-20 16:48:48.928945),Img Match,H.Text
RMS Voltage L-L L-N Min Max,,,,,,
A,110.2V (PASS),[] (PASS),[] (PASS),2024-09-20 16:53:16 (PASS),,
B,109.7V (PASS),,,2024-09-20 16:52:02 (PASS),,
c,110.0V (PASS),,,2024-09-20 16:51:42 (PASS),,
Average,109.8V (PASS),,,2024-09-20 16:51:31 (PASS),,
