Main View,Measurement,OCR-Right,Right-OCR,Time Stemp (2024-09-20 16:50:59.259010),Img Match,H.Text
Fund. Volt. L-L L-N Min Max,,,,,,
AB,189.3V (PASS),[] (PASS),[] (PASS),2024-09-20 16:54:07 (PASS),,
BC,189.4V (PASS),,,2024-09-20 16:53:58 (PASS),,
CA,189.4V (PASS),,,2024-09-20 16:53:47 (PASS),,
Average,189.6V (PASS),,,2024-09-20 16:53:48 (PASS),,
