Main View,Measurement,OCR-Right,Right-OCR,Time Stemp (2024-09-20 16:48:48.928945),Img Match,H.Text
RMS Voltage L-L L-N Min Max,,,,,,
A,109.5V (PASS),[] (PASS),[] (PASS),2024-09-20 16:52:26 (PASS),,
B,109.1V (PASS),,,2024-09-20 16:51:54 (PASS),,
c,109.2V (PASS),,,2024-09-20 16:51:38 (PASS),,
Average,109.4V (PASS),,,2024-09-20 16:52:25 (PASS),,
