Main View,Measurement,OCR-Right,Right-OCR,Time Stamp (2025-03-24 11:05:29+00:00),Img Match,H.Text
Max Total Harmonic Distortion,,,,,,
A,,[] (PASS),[] (PASS),,,
B,,,,,,
C,,,,,,
