Main View,Measurement,OCR-Right,Right-OCR,Time Stamp (2025-03-24 11:10:04+00:00),Img Match,H.Text
Max Crest Factor,,,,,,
A,1.456 (PASS),[] (PASS),[] (PASS),,,
B,1.459 (PASS),,,,,
C,1.458 (PASS),,,,,
