Main View,Measurement,OCR-Right,Right-OCR,Time Stamp (2025-03-24 11:08:31+00:00),Img Match,H.Text
Max Total Harmonic Distortion,,,,,,
A,,[] (PASS),[] (PASS),2025-03-24 11:08:34 (PASS),,
B,,,,2025-03-24 11:08:34 (PASS),,
C,,,,2025-03-24 11:08:34 (PASS),,
