Main View,Measurement,OCR-Right,Right-OCR,Time Stamp (2025-03-24 11:08:31+00:00),Img Match,H.Text
Max Total Demand Distortion,,,,,,
A,1.9% (PASS),[] (PASS),[] (PASS),,,
B,1.9% (PASS),,,,,
C,1.9% (PASS),,,,,
