Main View,Measurement,OCR-Right,Right-OCR,Time Stamp (2025-03-24 11:10:04+00:00),Img Match,H.Text
Max Total Demand Distortion,,,,,,
A,2.0% (PASS),[] (PASS),[] (PASS),2025-03-24 11:10:05 (PASS),,
B,2.0% (PASS),,,2025-03-24 11:10:05 (PASS),,
C,2.0% (PASS),,,2025-03-24 11:10:06 (PASS),,
