Main View,Measurement,OCR-Right,Right-OCR,Time Stamp (2025-03-24 11:11:37+00:00),Img Match,H.Text
Crest Factor Max,,,,,,
A,1.472 (PASS),[] (PASS),[] (PASS),2025-03-24 11:11:40 (PASS),,
B,1.465 (PASS),,,2025-03-24 11:11:40 (PASS),,
C,1.475 (PASS),,,2025-03-24 11:11:40 (PASS),,
