Main View,Measurement,OCR-Right,Right-OCR,Time Stamp (2024-11-26 11:33:42+00:00),Img Match,H.Text
Active Power Min Max,,,,,,
A,0.0% (PASS),[] (PASS),[] (PASS),2024-11-26 11:33:44 (PASS),,
B,0.0% (PASS),,,2024-11-26 11:33:44 (PASS),,
C,0.0% (PASS),,,2024-11-26 11:33:44 (PASS),,
Total,0.0% (PASS),,,2024-11-26 11:33:44 (PASS),,
,0.0kW (PASS),,,,,
,0.0kW (PASS),,,,,
,0.0kW (PASS),,,,,
,0.0kW (PASS),,,,,
