Main View,Measurement,OCR-Right,Right-OCR,Time Stamp (2025-02-25 09:48:58+00:00),Img Match,H.Text
RMS Voltage L-L L-N Min Max,,,,,,
A,110.0V (PASS),[] (PASS),[] (PASS),2025-02-25 09:49:04 (PASS),,
B,109.7V (PASS),,,2025-02-25 09:49:41 (PASS),,
C,110.0V (PASS),,,2025-02-25 09:49:48 (PASS),,
Average,109.8V (PASS),,,2025-02-25 09:49:56 (PASS),,
