Main View,Measurement,OCR-Right,Right-OCR,Time Stamp (2025-02-25 09:46:38+00:00),Img Match,H.Text
RMS Voltage L-L L-N Min Max,,,,,,
A,109.8V (PASS),[] (PASS),[] (PASS),,,
B,109.4V (PASS),,,,,
C,109.6V (PASS),,,,,
Average,109.6V (PASS),,,,,
