Main View,Measurement,OCR-Right,Right-OCR,Time Stemp (2024-11-08 09:49:26+00:00),Img Match,H.Text
Max Total Harmonic Distortion,,,,,,
A,,[] (PASS),[] (PASS),2024-11-08 09:49:28 (PASS),,
B,,,,2024-11-08 09:49:28 (PASS),,
C,,,,2024-11-08 09:49:28 (PASS),,
