Main View,Measurement,OCR-Right,Right-OCR,Time Stemp (2024-11-08 09:50:16+00:00),Img Match,H.Text
Max Total Demand Distortion,,,,,,
A,0.0% (PASS),[] (PASS),[] (PASS),2024-11-08 09:50:18 (PASS),,
B,0.0% (PASS),,,2024-11-08 09:50:18 (PASS),,
C,0.0% (PASS),,,2024-11-08 09:50:18 (PASS),,
